,phone
156,+33 01 55 80 79 11
157,+33 6 52 03 13 47
158,+353 1 706 3117
159,+44 1243 775878
160,+44 227 764 000
161,+45 35320705
162,+44 131 650 6358
163,+44 1243 770332
164,+44 227 452 196
165,+44 131 650 6351
166,+61 3 9282 2400
167,+61 3 9282 2490
168,+44 227 361265
169,+45 35320719
170,+1 301 468 6758
171,+1 301 816 4231
172,+49 89 23031 1160
173,+33 76 63 48 31
174,+33 42 95 20 73
175,+44 01865 273275
176,+33 42 59 50 96
177,+44 76 86 10
178,+46 18 18 11 13
179,+49 89 23031 1275
180,+358 0 70 851
181,+33 76 54 76 15
182,+46 18 18 14 16
183,+44 1223 312393
184,+61 02 9351 7408
185,+358 0 7084 4441
186,+61 02 9351 7290
187,+33 99 84 73 50
188,+44 76 86 00
189,+44 01865 273238
190,+1 615 574
191,+47 73 50 33 52
192,+358 9 708 44441
193,+206656463
194,+358 9 708 44164
195,+1 519 885 1208
196,+358 9 7084 4227
197,+30536417
198,+1 562 985
199,+30539221
200,+1 519 888 4567
201,+358 9 7084 4441
202,+43 664 73131771
203,+1 972 708 7482
204,+183187720
205,+139361631
206,+16777216
207,+49 3222 109 5130
208,+61 7 3848 7660
209,+4254181275
210,+9498543744
211,+13473508422
212,+2814068899
213,+5124544197
214,+12456789
215,+9704431493
216,+35312165093
217,+49899919500
218,+1 800 745 4355
219,+18007454355
220,+1800454355
221,+1 417 257
222,+1 417 256
223,+4294941707
224,+46 020 120 3222
225,+20 2 353 3333
226,+34 900 906 025
227,+800 0200 0132
228,+995322970124
229,+673 1 800 6738
230,+124373555
231,+965 2221 9876
232,+966 121 88 385
233,+1 877 860 4895
234,+355044515151
235,+800 73332
236,+37410541082
237,+973 8000 45 00
238,+1 877 860 4893
239,+389 2 3090 890
240,+974 4 411 9418
241,+1 800 710 200
242,+41 52 533 8331
243,+41 52 533 8332
244,+49 621 33833 0
245,+82 70 4515 6893
246,+381 64 884 1887
247,+441234675867
248,+16468281086
249,+6596953522
250,+65 9695 3522
251,+442034043305
252,+44 1420 481681
253,+18576637448
254,+18556825722
255,+12125001883
256,+971 52 467 2036
257,+971524672036
258,+13474438922
259,+52 987 141 7186
260,+529871053027
261,+52 987 118 82 26
262,+529842096696
263,+529878725145
264,+17803990636
265,+16196368996
266,+61730400892
267,+16469217207
268,+49 40 4191310
269,+41 41 662 02
270,+49 40 419 131 361
271,+43 1 236 7359
272,+49 40 419 131 44
273,+49 40 419 131 0
274,+49 40 419 131 11
275,+2325900175
276,+1 206 479 2600
277,+13233930684
278,+61 3 9987 5654
279,+36 1 424 01 34
280,+46 10 17 22 101
281,+46 10 17 22 102
282,+4401895527590
283,+18566730326
284,+81355455793
285,+498974643207
286,+49 89 540459
287,+19494609117
288,+18772615889
289,+18663628970
290,+61 3 9878 5000
291,+441543 419886
292,+44 1543 419 886
293,+1415344
294,+44 800 088 5522
295,+1 888 900 4529
296,+61283110606
297,+61 2 9973 4499
298,+1 408 627 7616
299,+44 208 123 3709
300,+1 610 458 5000
301,+353 1 436 4600
302,+86 10 5929 7000
303,+3293811500
304,+32 9 381 15 00
305,+61 432 953 928
306,+19292056099
307,+1 253 215 8782
308,+1 929 205 6099
309,+1 669 900 6833
310,+1 301 715 8592
311,+1 312 626 6799
312,+1 346 248 7799
313,+46087955510
314,+33664985030
315,+33951760032
316,+46 851 971 087
317,+86 800 830 3083
318,+86 4008218878
319,+35722304565
320,+357 22304565
321,+35722818456
322,+357 22818456
323,+494055557809
324,+494055558990
325,+494042236427
326,+49 40 3703
327,+41 41 710 93 64
328,+49 40 320 340 75
329,+49 40 43 51 12
330,+1535694389
331,+1518500249
332,+1 415 436 9333
333,+1 415 436
334,+17814722001
335,+358505998972
336,+358503289565
337,+358504624270
338,+358505627632
339,+358505714013
340,+358503473969
341,+358505670487
342,+358456361600
343,+358 50 331 4024
344,+358504665169
345,+358408609522
346,+358503844318
347,+358415141991
348,+358504488538
349,+358504712207
350,+358503063073
351,+358407104392
352,+358407104281
353,+358504013455
354,+358 50 339 0990
355,+358504710467
356,+358405456350
357,+358405858415
358,+358505288364
359,+358503090132
360,+358400792154
361,+358504359655
362,+358469219098
363,+358400792037
364,+358456349704
365,+358405074551
366,+358503250708
367,+358505240927
368,+358400792093
369,+358 294 47 2200
370,+358505627014
371,+358503496712
372,+358504063016
373,+358504350382
374,+358407104399
375,+358407104205
376,+358407104344
377,+358504070842
378,+358503843452
379,+358504568145
380,+358503566814
381,+358503453946
382,+358408219029
383,+358505262004
384,+358503091695
385,+358505756353
386,+358504141536
387,+358505188546
388,+358505746504
389,+39 050 40834
390,+39 050 221 2111
391,+4684537879
392,+90 212 373 58 10
393,+48 22 694 16 92
394,+48 22 694 14 17
395,+358 40 704 4296
396,+2292634
397,+14157022047
398,+919930604855
399,+34 93 480 44 10
400,+490211 52808563
401,+330472670274
402,+5493548401419
403,+33 0320306617
404,+33 03 20 30 66 17
405,+49 7532 494 248
406,+90 262 678 72 53
407,+48 22 626 87 86
408,+48 22 626 87 85
409,+351 227 536 820
410,+351 227 620 335
411,+543548424205
412,+34933560037
413,+351227536820
414,+48228108013
415,+48 22 810 80 13
416,+54 93548 401419
417,+497532494442
418,+48226268785
419,+74952042395
420,+74957989970
421,+48226268786
422,+7 495 798 99 70
423,+497532494248
424,+34 93 3560037
425,+7 495 204 23 95
426,+54 3548 424205
427,+49 7532 494 442
428,+639212405453
429,+34 938641111
430,+639614701303
431,+39 06 59905100
432,+33 1 55 80 79 10
433,+33 1 4029 9333
434,+39 02 7200 8206
435,+358 9 47001
436,+1013904223
437,+41443154400
438,+18054394240
439,+12059366120
440,+18883663565
441,+18286281027
442,+16206631470
443,+12404902058
444,+19314245089
445,+14032172343
446,+17197832585
447,+19705705270
448,+12296412081
449,+16185599302
450,+15022220602
451,+13189496249
452,+15172147848
453,+12316890457
454,+16606209052
455,+16037562805
456,+18562978336
457,+15039284428
458,+13256507664
459,+15803203228
460,+99163360
461,+4797733439
462,+4745294211
463,+1888385 3208
464,+18883853208
465,+1 480 624 2546
466,+1 480 505 8800
467,+39 011 003 1111
468,+41 58 585 56 34
469,+41 58 585 76 55
470,+1 202 223 9256
471,+1 202 223 9252
472,+44 2074218299
473,+44 8700118187
474,+1 818 553 7210
475,+1 818 560 1000
476,+97142300018
477,+97126961146
478,+97142300011
479,+97126717333
480,+1 353 1 646
481,+49 700 86627724
482,+81 3 5847 8233
483,+44 203 884 0370
484,+31887002600
485,+31887002667
486,+31887002760
487,+31318648575
488,+358 50 44 88 540
489,+358505266543
490,+358400792175
491,+358503398026
492,+358408609524
493,+358400792041
494,+358504758948
495,+358503426296
496,+358504720344
497,+358400792045
498,+358407104339
499,+358408609530
500,+358407104287
501,+358407104337
502,+358407104286
503,+358407104288
504,+358407104284
505,+358505270563
506,+358405571812
507,+358505262020
508,+358451791177
509,+358405323425
510,+358505680584
511,+358509112987
512,+358407104313
513,+358407104373
514,+358400941699
515,+358505762349
516,+358469216117
517,+358503574047
518,+358407104292
519,+358407104200
520,+358503877308
521,+358505015622
522,+358504616682
523,+358407104340
524,+358407104382
525,+358503843484
526,+358407104371
527,+358505356967
528,+358503843483
529,+358504707289
530,+358504390517
531,+358504673894
532,+358504779213
533,+358505952163
534,+358 50 516 9339
535,+358503406258
536,+358504404150
537,+358504382789
538,+358505906797
539,+358408609538
540,+358469211412
541,+358406313553
542,+358456578656
543,+358503085749
544,+358505262006
545,+358503843470
546,+358407104397
547,+358 50 536 1885
548,+358 400 792 005
549,+358207070426
550,+35860010020
551,+358207070437
552,+358207070443
553,+35860010800
554,+358970018251
555,+358207624862
556,+16467868472
557,+353 1 803 3333
558,+61 2 8817 6100
559,+44 1189249000
560,+41 22 730 81 71
561,+91 9818447204
562,+45 35 45 02 18
563,+45 33 37 91 80
564,+1 330 425 9330
565,+1 617 698 0277
566,+30539991
567,+358 0 708 44441
568,+44 1452 714029
569,+358 0 708 44218
570,+352 4301 32298
571,+1 609 987 1707
572,+1 206 544 9608
573,+1 415 634 7070
574,+1 206 544 8876
575,+1 613 745 4242
576,+1 415 634 4990
577,+49 6221 1486 0
578,+1 613 745 5560
579,+32 2 705 81 01
580,+32 2 705 70 21
581,+1 609 987 1716
582,+33 1 41465757
583,+33 1 47368007
584,+33 1 47653424
585,+49 89 636
586,+33 1 43697551
587,+33 1 47654189
588,+31 20 998966
589,+33 1 43697391
590,+33 1 30 64 06 46
591,+47 2295 0313
592,+353 96 47391
593,+353 96 47392
594,+33 1 30 12 14 30
595,+1 212 662
596,+4722852730
597,+358 6 3240 702
598,+1 510 498 1104
599,+1 416 955
600,+1 416 239
601,+49 89 323 19 93
602,+1 617 861 8475
603,+1 416 544 9000
604,+4722852533
605,+358 6 3240 800
606,+1 416 544 0400
607,+45 39 46 19 05
608,+45 39 46 19 08
609,+46 21 323247
610,+46 21 142190
611,+1 425 643
612,+41 31 308 2626
613,+44 171 3965924
614,+44 1934 822911
615,+49 89 32671330
616,+33 45 56 98 77
617,+44 1934 822994
618,+33 45 56 99 22
619,+44 793 512 515
620,+44 793 512 516
621,+44 1793 512516
622,+1 205 772 2307
623,+1 978 667 5114
624,+44 1793 512515
625,+1 978 439 9035
626,+1 972 231 4098
627,+1 716 271 0796
628,+1 716 271 0129
629,+1 978 667 8239
630,+1 978 667 5115
631,+1 972 994 0087
632,+1 877 645 7352
633,+1 205 772 2355
634,+44 131 650 4426
635,+44 131 650 4587
636,+81 3 3431 2808
637,+81 3 3431 6493
638,+1 781 529 1012
639,+1 781 529 1099
640,+1 914 437
641,+01 843 760 4341
642,+01 843 760 3349
643,+46 708 111 965
644,+46 708 111 966
645,+1376387
646,+1 716 726 7295
647,+1 716 726 7984
648,+47 908 27246
649,+1 818 354 9155
650,+1 818 393 3405
651,+441753 831541
652,+44 1753 705051
653,+44 1962 868111
654,+44 1962 873401
655,+1187261873
656,+1091034575
657,+49 262 287
658,+1 781 871
659,+46 470 727001
660,+1 416 239 7105
661,+1 937 257
662,+46 470 720000
663,+1 203 656 1800
664,+44 1372 802000
665,+44 1793 51 14 32
666,+44 1594 592 710
667,+33 1 42 05 93 15
668,+1 613 596
669,+1 203 488 6625
670,+46 8 580 375 79
671,+1 401 421 9550
672,+358 6 324 0700
673,+44 171 734 7282
674,+1 212 662 6800
675,+44 1594 592 764
676,+47 22 636591
677,+46 8 20 54 64
678,+44 1372 802238
679,+1 319 338 2207
680,+1 212 673 5261
681,+1 205 730 9478
682,+44 171 734 4561
683,+1 908 771 9221
684,+31 78 639 22 54
685,+1 203 481 1133
686,+1 514 524 5441
687,+1 708 941 8196
688,+358 61 324 0800
689,+1 703 827 5548
690,+47 22 636400
691,+1 205 730 2000
692,+1 908 771 0430
693,+44 802 310 050
694,+352 4301 33620
695,+358 61 324 0700
696,+31 78 639 23 92
697,+44 1223 215512
698,+352 4301 33190
699,+1 708 941 8197
700,+33 1 46 40 18 44
701,+47 22 372077
702,+1 978 758 8138
703,+1 416 239 4801
704,+33 1 46 40 10 60
705,+1 734 997 0201
706,+1 408 777 3721
707,+1 319 338 1333
708,+1 408 777 3784
709,+61 2 9310 2620
710,+44 1344 861133
711,+1 703 827 5541
712,+33 1 42 05 92 48
713,+61 2 9319 7901
714,+1 212 662 6900
715,+1 617 621
716,+1 613 745 8805
717,+1 514 524 7722
718,+1 401 421 9551
719,+46 8 10 47 20
720,+352 40 53 22 1
721,+1 604 488 1167
722,+1 734 997 0200
723,+49 30 28 30 89
724,+44 1793 53 66 16
725,+358 6 324 0800
726,+46 8 751 59 07
727,+44 1223 215514
728,+1 212 673
729,+352 40 50 09
730,+44 01865 337400
731,+44 01865 337433
732,+1 781 444
733,+31 652098022
734,+20210131
735,+61 2 9660 8866
736,+12025806188
737,+13373154567
738,+49 511 8931418
739,+49 511 89
740,+49 511 8931413
741,+1 203 432 0593
742,+1 203 432 6432
743,+41 91 610 89 91
744,+39 02 50316222
745,+41 91 610 89 70
746,+39 2 50316222
747,+39 2 50316382
748,+225 2026 3900
749,+31 88 088 6800
750,+1 508 898 9668
751,+1 508 898 2288
752,+1 858 638 0206
753,+1 202 234 0700
754,+1 202 265 7972
755,+1 858 638 0504
756,+1 703 519 8193
757,+852 8121 3188
758,+852 8121 3311
759,+44 131 651 5661
760,+44 131 651 1426
761,+4402070174483
762,+1 703 519 8190
763,+31 20 592 9333
764,+31205929333
765,+1 617 253 5884
766,+1 617 258 5999
767,+32 2 550 09 66
768,+32 2 550 0813
769,+32 2 2968285
770,+32 2 550 0966
771,+32 2 550 09 89
772,+32 2 2969500
773,+32 16 40 66 91
774,+32 16 40 66 81
775,+61 2 9217 6666
776,+61 2 9217 6888
777,+1 214 953 3152
778,+39 051 354510
779,+39 051 354872
780,+33 4 76 61 51 32
781,+33 4 76 61 50 99
782,+1 617 253 2613
783,+1 617 783 0897
784,+1 617 783 0090
785,+33 1 44 59 84 29
786,+33 1 48 04 97 62
787,+1 617 491
788,+1 617 492
789,+1 617 253 2442
790,+44 171 207 6875
791,+32 2 333 52 42
792,+44 171 640 0071
793,+32 2 333 55 22
794,+46 470 727 001
795,+46 470 727 062
796,+31 20 592 4127
797,+31 20 592 4199
798,+1 514 878 2000
799,+1 514 878 8214
800,+1 514 878 3958
801,+36 52 316 666
802,+36 52 418 733
803,+1 423 574
804,+44 1628 422055
805,+33 1 40 78 78 04
806,+33 1 40 78 79 55
807,+41 26 300 84 66
808,+41 26 300 97 31
809,+44 1372 802213
810,+44 1372 802212
811,+358 0 566 6906
812,+358 0 456 4505
813,+358 0 456 7028
814,+358 6 3123 861
815,+358 6 3278 111
816,+1 604 983 9157
817,+1 604 983 9158
818,+44 1 793 512 516
819,+1 703 519 8174
820,+34 3 330 7111
821,+343 330 7621
822,+33 1 3070 6566
823,+33 1 3070 6200
824,+1 613 722 5706
825,+1 613 722 1700
826,+32 3 760 11 30
827,+32 3 760 11 20
828,+32 16 321866
829,+32 16 321169
830,+32 16 321123
831,+32 16 321986
832,+358 0 566 69 06
833,+1 415 813
834,+1 415 856
835,+1 415 493
836,+1 716 389 0961
837,+1 716 389 0964
838,+1 716 389 0960
839,+1 205 880 5601
840,+1 206 773 3130
841,+1 716 389 0965
842,+1 206 865 2965
843,+1 919 383 6781
844,+1 818 544 7809
845,+1 206 865 6086
846,+1 512 339 1400
847,+1 716 389 0963
848,+1 802 296 2515
849,+1 205 880 5550
850,+1 509 546 9360
851,+1 509 544 9790
852,+33 1 4205 9315
853,+1 503 690 1689
854,+33 1 4205 9248
855,+1 804 366 5385
856,+1 503 690 1112
857,+1 919 383 6919
858,+1 503 690 1553
859,+1 408 867 5553
860,+1 206 657 2630
861,+1 804 366 5494
862,+49 89 3845 1845
863,+49 89 3845 0
864,+44 1973 512 516
865,+49 89 38 45 0
866,+44 1793 512 515
867,+441227764000
868,+49 7071 29 6973
869,+49 7071 29 5912
870,+32 2 333 53 24
871,+44 1793 512 516
872,+31 30 536417
873,+31 20 6656463
874,+31 13 662232
875,+31 13 438488
876,+44 392 211630
877,+44 392 263946
878,+1 510 550 4616
879,+41 22 749 08 88
880,+49 30 364280169
881,+31 10 436 1044
882,+33 1 42786886
883,+31 10 4361044
884,+420 604 940 663
885,+41 44 634 43 57
886,+36 1 266 56 99
887,+34 913 973 930
888,+39 0382 984 487
889,+41 32 718 16 90
890,+47 22 85 71 00
891,+34 923 294 445
892,+39 041 2577311
893,+41 61 267 27 72
894,+39 010 2095965
895,+49 228 73
896,+36 1 266 91 00
897,+39 045 8028644
898,+43 463 2700
899,+39 0382 984 484
900,+48 12 422 67 93
901,+49 345 552
902,+43 662 8044
903,+49 931 31
904,+34 935 813 114
905,+39 010 2099714
906,+34 935 812 384
907,+36 1 267 09 66
908,+34 934 035 596
909,+39 081 5515386
910,+386 1 241 1430
911,+39 045 8028733
912,+34 934 035 602
913,+49 3641 9
914,+39 041 5210048
915,+49 941 943
916,+49 9131 85
917,+34 923 294 657
918,+34 954 551 515
919,+49 40 42838
920,+34 913 974 539
921,+44 1865 280412
922,+34 954 556 985
923,+39 0432 556539
924,+48 12 633 63 77
925,+39 050 24773
926,+41 21 692 29 15
927,+41 32 718 17 01
928,+34 983 423 000
929,+49 30 2093
930,+34 976 551 647
931,+34 935 812 001
932,+34 985 104 591
933,+43 512 507
934,+47 22 85 48 28
935,+43 316 380
936,+420 224 491 413
937,+41 31 631 80 05
938,+34 958 243 694
939,+39 0432 556510
940,+34 945 139 811
941,+39 081 6909622
942,+41 61 267 27 71
943,+49 351 463
944,+34 985 104 590
945,+49 761 203
946,+34 913 945 289
947,+41 31 631 36 03
948,+41 44 634 20 39
949,+49 431 880
950,+47 22 85 62 27
951,+43 1 4277
952,+44 1865 280400
953,+41 21 692 29 73
954,+49 6421 28
955,+45 35 32 83 11
956,+31 71 527 2501
957,+33 1 40 46 31 39
958,+49 251 83
959,+31 71 527 7569
960,+49 221 470
961,+49 6131 39
962,+386 1 241 1000
963,+49 551 39
964,+49 69 798
965,+49 8421 93
966,+39 050 44100
967,+34 976 567 884
968,+47 22 85 59 43
969,+49 89 2180
970,+45 35 32 83 77
971,+33 1 49 54 83 59
972,+45 35 32 86 48
973,+49 69 798 22873
974,+49 69 798 23139
975,+1 505 646 1148
976,+1 505 521 0611
977,+1 915 585 3045
978,+1 915 833
979,+1 915 581
980,+852 2250 3242
981,+1 212 705 9300
982,+852 2918 8646
983,+81 3 5157 3563
984,+27 10 020 3061
985,+91 11 4608 3806
986,+852 2918 8653
987,+91 22 3065 2100
988,+61 2 9744 4620
989,+971 4 367 8090
990,+86 1 36 3667 5812
991,+1 41 6204 0513
992,+44 7771 633 055
993,+33 1 44 95 85 92
994,+27 10 020 3064
995,+65 6507 4248
996,+44 208 433 2871
997,+27 100 203 061
998,+1 310 823
999,+33 7 57 90 52 73
1000,+34 518 880 290
1001,+49 89 2555 2276
1002,+9718000320823
1003,+44 20 3514 6970
1004,+442035146970
1005,+18552376726
1006,+35317611048000
1007,+353578684800
1008,+31 70 888 8500
1009,+34 91 266 3517
1010,+357 22 304 565
1011,+33 1 53 73 22 00
1012,+371 6722 3556
1013,+33 1 53 73 22 22
1014,+39 06 69677 1
1015,+40 31 805 9211
1016,+420 234 665 111
1017,+49 228 997799 5550
1018,+359 2 915 3580
1019,+32 2 283 19 00
1020,+359 2 915 3548
1021,+45 33 1932 00
1022,+351 21 397 68 32
1023,+47 22 39 69 00
1024,+354 510 9600
1025,+370 5 261 9494
1026,+46 8 652 8652
1027,+46 8 657 6100
1028,+359 2 915 3525
1029,+370 5 279 1445
1030,+48 22 531 03 00
1031,+32 2 283 19 50
1032,+356 2328 7198
1033,+30 210 6475 628
1034,+31 70 888 8501
1035,+352 2610 60 6099
1036,+386 1 230 9778
1037,+370 5 271 2804
1038,+39 06 69677 785
1039,+351 21 392 84 00
1040,+40 31 805 9602
1041,+352 2610 60 1
1042,+371 6722 3131
1043,+30 210 6475 600
1044,+385 1 4609 099
1045,+423 236 6090
1046,+385 1 4609 000
1047,+32 2 274 48 35
1048,+372 6828 712
1049,+353 76 110 4800
1050,+420 234 665 444
1051,+358 29 56 66700
1052,+36 1 3911 400
1053,+32 2 274 48 00
1054,+356 2328 7100
1055,+34 91 455 5699
1056,+386 1 230 9730
1057,+49 228 997799 0
1058,+357 22 818 456
1059,+49 30 6290111
1060,+49 30 577148268
1061,+52 55 8852 6151
1062,+30 2814409573
1063,+30 2814409634
1064,+4291323973
1065,+4291323904
1066,+4291323845
1067,+4291323881
1068,+4291323869
1069,+4291323898
1070,+4291323922
1071,+4291323917
1072,+4291323963
1073,+4291323929
1074,+4291323936
1075,+4291323910
1076,+14037148582
1077,+49 89 991950999
1078,+49 89 9919500
1079,+1 617 868
1080,+41 64 56 59 83
1081,+41 64 56 59 90
1082,+91 9654312007
1083,+234 8099882548
1084,+4294941626
1085,+4294940841
1086,+49 5241 800
1087,+1 650 745 1700
1088,+1 512 551 6000
1089,+44 1753 495 000
1090,+45 79 50 69 79
1091,+1 860 749 2291
1092,+1 650 321 3000
1093,+17737950970
1094,+17737029740
1095,+46 20 120 3222
1096,+5182151
1097,+15034437070
1098,+12026363000
1099,+1 202 467 8700
1100,+61 3 8376 6284
1101,+33 187212016
1102,+33 970733258
1103,+49 67 21 18 23 0
1104,+49 60 22 66 330
1105,+32 2 711 69 70
1106,+32 15 24 47 80
1107,+441527592878
1108,+33 00 262 262 02 14 8
1109,+33 08 06 800 444
1110,+33 08 01 84 02 64
1111,+352 288 496 1
1112,+33 805 08 03 80
1113,+377 980 660 60
1114,+7926 41 57 466
1115,+874639360
1116,+437489664
1117,+320580608
1118,+6281326502405
1119,+923333319400
1120,+44 20 3355 7960
1121,+81 50 3205 0769
1122,+34 51 888 0210
1123,+1300 936 3375
1124,+33 9 75 18 20 86
1125,+45 78 77 36 00
1126,+39 040 995 6745
1127,+49 30 308 08524
1128,+61 3 9008 6775
1129,+30 231 1257407
1130,+15033600324
1131,+919883314174
1132,+966 11 8128181
1133,+982144859637
1134,+98 912 371 7539
1135,+98 21 44859637
1136,+982166369000
1137,+989361999902
1138,+982126319781
1139,+982172978000
1140,+989120242798
1141,+989931497459
1142,+98 2146015185
1143,+989123117009
1144,+39 059 597 0906
1145,+390595970906
1146,+971 55 1787172
1147,+44 20 3051 5087
1148,+61406334443
1149,+18882969266
1150,+60162939733
1151,+18637775617
1152,+16513007241
1153,+97143978281
1154,+91 9946932600
1155,+91 9946941600
1156,+91 9961173300
1157,+973 1772 5764
1158,+8801744322106
1159,+6582886556
1160,+65 8288 6556
1161,+1 9143567736
1162,+1 403 990 9536
1163,+12567014410
1164,+52 987 111 8642
1165,+52 987 872 6321
1166,+52 987 116 0120
1167,+52 987 114 5607
1168,+52 987 120 2792
1169,+52 987 878 1494
1170,+52 987 105 2249
1171,+441420481681
1172,+1 347 443 8922
1173,+156464565546
1174,+17163241023
1175,+415 301 5367
1176,+44 416289860
1177,+65 8157 2857
1178,+60123137728
1179,+603 26037328
1180,+603 2603 7328
1181,+60326037328
1182,+1 469 730 0216
1183,+37259435078
1184,+14697300216
1185,+49 302 067 3534
1186,+493020673534
1187,+372 5943 5078
1188,+17085865596
1189,+49 89 552 73 58
1190,+49 40 419 131
1191,+43 1 393 00 300
1192,+43 1 253 30 33 2403
1193,+49 7158 5010
1194,+4971581730
1195,+49 7158 1730
1196,+49 2402 1060
1197,+4924021060
1198,+49 2402 106207
1199,+49 30 887030
1200,+4930887030
1201,+49 30 88703111
1202,+4969130221288
1203,+49 69 130221288
1204,+49 201 8440
1205,+492018440
1206,+49 721 96694854
1207,+497219819390
1208,+49 721 9819390
1209,+49 40 78893350
1210,+494078893350
1211,+49 40 788933521
1212,+49 40 419 131 778
1213,+49 89 552 73 58 10
1214,+498002553671
1215,+41 41 418 44 00
1216,+971 4 332 8188
1217,+18553450593
1218,+18556368247
1219,+61 3 9925 2000
1220,+13034953705
1221,+971 56 404 6107
1222,+91 8013306907
1223,+44 2037691755
1224,+41 44 552 70 00
1225,+41445527000
1226,+0000 2008
1227,+0000 2021
1228,+0000 2007
1229,+0000 2018
1230,+0000 2016
1231,+0000 2020
1232,+0000 2011
1233,+0000 2009
1234,+6626856789
1235,+18009475000
1236,+442072887404
1237,+0247987860
1238,+5756756093
1239,+8288430178
1240,+4422238028
1241,+353 1 5255768
1242,+353 1 5137410
1243,+918095584666
1244,+61 407 133 551
1245,+91 20 3051 6100
1246,+912030516100
1247,+91 20 3051 6161
1248,+18882752740
1249,+18442049668
1250,+18442039629
1251,+18442020643
1252,+917411246211
1253,+8190302
1254,+9995771
